id_cliente,nome,email,telefone,renda_mensal,score_credito,historico_inadimplente,localidade_interesse,tipo_imovel_interesse,data_cadastro
CLI-50410,Joaquim Gonçalves,maria-luisa58@example.com,+55 99 1902-9756,13513.0,420.0,1.0,Jardim Botânico,Apartamento,2026-05-24
CLI-50411,Manuela Almeida,cunhanicolas@example.com,82 1177-5820,3542.0,876.0,0.0,Taguatinga,Apartamento,2026-04-05
CLI-50412,Caroline Moraes,fsilva@example.com,14 2806-4602,9385.0,725.0,0.0,Jardim Botânico,Casa,2026-03-15
CLI-50413,Dra. Natália Castro,ana-julia93@example.com,+55 84 0906-7976,5526.0,319.0,1.0,Samambaia,Casa,2025-10-07
CLI-50414,João Lucas Vasconcelos,qlima@example.com,+55 73 5424-1812,3176.0,564.0,0.0,Taguatinga,Apartamento,2025-10-04
CLI-50415,Eduarda Macedo,isabelly55@example.com,61 3612-7101,,331.0,1.0,Sudoeste / Octogonal,Casa,2026-01-19
CLI-50416,Sra. Mariana Mendonça,lferreira@example.net,+55 17 4766-6019,7851.0,358.0,0.0,Guará,Casa,2025-09-25
CLI-50417,Olivia da Luz,heloisafernandes@example.com,74 3307-8555,6475.0,333.0,0.0,Águas Lindas de Goiás,Apartamento,2026-09-08
CLI-50418,Sr. João Fogaça,ccamargo@example.org,+55 62 1037-4173,12249.0,847.0,0.0,Guará,,2026-01-22
CLI-50419,Sr. Benjamin Melo,lucas66@example.com,+55 21 1552-8769,6139.0,349.0,1.0,Samambaia,Apartamento,2026-01-05
CLI-50420,Vinicius da Rocha,,+55 32 5764-9911,,832.0,0.0,Águas Claras,Apartamento,2026-07-27
CLI-50421,Breno Aragão,npinto@example.net,+55 99 1727-4523,9683.0,468.0,1.0,Águas Claras,Casa,2026-08-09
CLI-50422,Sr. Leandro Sá,mayaramos@example.net,19 9829-1221,6659.0,431.0,0.0,Samambaia,Casa,2026-07-17
CLI-50423,Isaac Ramos,oliver93@example.net,35 1782-4189,3670.0,557.0,0.0,Águas Lindas de Goiás,,
CLI-50424,Sra. Sarah das Neves,da-costaleo@example.org,68 1841-5225,28338.0,903.0,1.0,,Apartamento,2025-11-01
CLI-50425,,nunesdiego@example.net,+55 55 4837-5761,10552.0,932.0,0.0,Guará,Apartamento,2026-08-20
CLI-50426,Isadora Aparecida,henry52@example.net,+55 12 9356-7881,3163.0,663.0,1.0,Ceilândia,Casa,2026-07-07
CLI-50427,Stephany Viana,zsilva@example.net,+55 99 4895-2906,37596.0,674.0,0.0,Asa Sul,Casa,2026-08-10
CLI-50428,Juliana Garcia,fcosta@example.org,+55 54 8046-4681,24826.0,869.0,0.0,Lago Norte,Apartamento,2026-06-11
CLI-50429,Liz da Luz,riosdavi-lucas@example.com,+55 12 3404-6933,4687.0,421.0,1.0,Valparaíso de Goiás,Casa,2025-10-14
CLI-50430,Sr. Luan Pastor,ian57@example.org,+55 81 3589-9247,37773.0,800.0,0.0,Asa Sul,Apartamento,2026-03-07
CLI-50431,Ana Vitória Cardoso,,81 2570-4035,5469.0,899.0,0.0,Ceilândia,Casa,2026-04-11
CLI-50432,Enzo Ramos,danielalima@example.org,+55 19 7218-9972,41989.0,535.0,0.0,Noroeste,Casa,2026-01-04
CLI-50433,Dra. Maria Liz Moraes,da-luzravi@example.com,+55 98 3075-1590,9522.0,519.0,0.0,,Casa,2026-09-02
CLI-50434,Arthur Nascimento,luiz-gustavocassiano@example.com,12 2569-8307,5329.0,862.0,0.0,Samambaia,Apartamento,2026-02-05
CLI-50435,Luiz Felipe Sales,fariasana-beatriz@example.net,21 0189-5243,6056.0,497.0,0.0,Águas Lindas de Goiás,Casa,2026-05-06
CLI-50436,Pedro Henrique Cardoso,luna66@example.org,+55 24 5291-3442,5716.0,556.0,0.0,Ceilândia,,2025-10-04
CLI-50437,Ana Sophia Teixeira,ana-beatrizmartins@example.org,54 0783-2664,6860.0,543.0,0.0,Samambaia,Apartamento,2026-01-13
CLI-50438,Danilo Cunha,albuquerquemirella@example.org,18 8129-7417,5525.0,569.0,0.0,Taguatinga,,2026-01-12
CLI-50439,Dr. Asafe Fernandes,cassianoleo@example.com,55 4352-7403,3166.0,307.0,,Samambaia,Casa,2025-10-06
CLI-50440,Sra. Eloá Marques,maria-lauramonteiro@example.com,88 3134-5287,6802.0,941.0,0.0,Valparaíso de Goiás,Casa,2025-11-16
CLI-50441,Maria Flor Ribeiro,jfernandes@example.org,18 3044-5053,16579.0,438.0,1.0,Noroeste,,2026-05-28
CLI-50442,Anthony Casa Grande,znascimento@example.org,37 7847-5421,7631.0,651.0,0.0,Águas Claras,Casa,2026-02-13
CLI-50443,Gael Leão,portolucca@example.org,82 1303-3578,5546.0,308.0,0.0,Taguatinga,Apartamento,2026-08-14
CLI-50444,Enrico Porto,thomas21@example.net,+55 66 1022-3210,3562.0,783.0,0.0,,Apartamento,2025-10-03
CLI-50445,Srta. Laís Oliveira,opinto@example.net,+55 74 9751-5202,14061.0,452.0,1.0,Águas Claras,Apartamento,
CLI-50446,Antônio Montenegro,hellena52@example.org,+55 92 1949-7254,12442.0,809.0,0.0,Águas Claras,Casa,2026-05-28
CLI-50447,Sabrina Duarte,agatha44@example.com,53 7012-1389,3958.0,,,Ceilândia,Casa,2026-04-15
CLI-50448,Maya Barros,jesuspedro@example.net,74 4890-7100,10825.0,456.0,0.0,Jardim Botânico,Casa,2025-11-12
CLI-50449,Asafe das Neves,isis10@example.org,+55 97 6923-8788,6872.0,930.0,0.0,Valparaíso de Goiás,Casa,2025-10-23
CLI-50450,Ana Lívia Cardoso,fernando10@example.net,22 6441-5247,43862.0,458.0,1.0,Lago Norte,Casa,2026-03-01
CLI-50451,Hadassa Pires,asafe27@example.net,,13675.0,906.0,0.0,Águas Claras,Apartamento,2025-11-29
CLI-50452,Alícia da Cunha,emillyviana@example.net,+55 22 6420-8562,5326.0,587.0,0.0,Valparaíso de Goiás,,2025-10-03
CLI-50453,Sr. Luiz Otávio Monteiro,da-costabrenda@example.com,53 7117-5276,11835.0,602.0,0.0,Jardim Botânico,Apartamento,2025-11-29
CLI-50454,Dr. Luiz Felipe Rodrigues,carlos-eduardo60@example.org,82 1913-5687,20876.0,594.0,0.0,Asa Sul,Apartamento,2026-03-14
CLI-50455,Caio Brito,gabrielsampaio@example.org,+55 87 2896-7110,3092.0,,0.0,Taguatinga,Casa,2025-12-09
CLI-50456,Murilo Rocha,thales81@example.org,+55 18 9707-5689,5445.0,685.0,0.0,Valparaíso de Goiás,Apartamento,2026-03-12
CLI-50457,Dra. Rafaela Siqueira,xcostela@example.com,+55 34 5938-2584,18224.0,487.0,0.0,Sudoeste / Octogonal,Apartamento,2026-02-24
CLI-50458,Vitória Pacheco,rsilveira@example.net,17 0415-3432,4830.0,674.0,0.0,,,2025-11-21
CLI-50459,Eduarda Cavalcanti,santosgael@example.net,+55 46 5280-7233,,499.0,1.0,Guará,Apartamento,2026-08-08
CLI-50460,Pedro Miguel Casa Grande,maria-cecilia45@example.net,+55 95 6446-1683,3557.0,937.0,0.0,Taguatinga,Apartamento,2025-11-08
CLI-50461,Srta. Esther Guerra,ymachado@example.org,97 4366-5025,4701.0,992.0,0.0,Ceilândia,Casa,2026-06-29
CLI-50462,,ana-vitoria30@example.net,+55 99 5198-7741,,728.0,0.0,Águas Claras,Casa,2026-05-09
CLI-50463,Luana Caldeira,,+55 18 6886-5724,3090.0,500.0,1.0,Valparaíso de Goiás,Apartamento,2026-08-22
CLI-50464,Zoe Castro,kevinnascimento@example.org,+55 86 8531-7595,6615.0,548.0,0.0,Águas Lindas de Goiás,Apartamento,2026-07-23
CLI-50465,Bárbara Garcia,carolina75@example.org,0300 873 3617,3625.0,,0.0,Samambaia,Apartamento,2026-08-05
CLI-50466,Nicolas da Conceição,rodrigo48@example.org,75 8632-0699,9792.0,507.0,0.0,Águas Claras,Casa,2026-09-21
CLI-50467,Lucas Pastor,gabriellyda-rocha@example.net,62 1491-0868,8123.0,592.0,0.0,Guará,,2026-09-14
CLI-50468,Eduarda Vasconcelos,lucca25@example.com,+55 43 4701-2772,3799.0,984.0,,Águas Lindas de Goiás,Casa,2026-09-11
CLI-50469,Dr. Pedro Henrique Pires,catarina44@example.org,,13181.0,611.0,0.0,Jardim Botânico,Casa,2026-09-06
CLI-50470,Melina Abreu,zoecarvalho@example.com,+55 54 0718-6296,4416.0,455.0,0.0,Valparaíso de Goiás,Apartamento,2026-04-03
CLI-50471,Pietra Silva,ian42@example.com,+55 84 9123-9648,3585.0,427.0,1.0,Águas Lindas de Goiás,Casa,2026-04-10
CLI-50472,João Guilherme Teixeira,barrosheitor@example.net,64 3940-0716,7333.0,739.0,0.0,Jardim Botânico,Apartamento,2026-07-16
CLI-50473,Yasmin Albuquerque,zoecasa-grande@example.org,46 3443-2766,3814.0,452.0,1.0,Samambaia,Casa,2025-10-17
CLI-50474,Arthur Mendes,wduarte@example.org,+55 17 0527-4502,6235.0,930.0,0.0,Taguatinga,Apartamento,
CLI-50475,Joana Casa Grande,igor66@example.com,+55 55 7508-6454,6332.0,917.0,0.0,Águas Lindas de Goiás,Apartamento,2026-01-26
CLI-50476,Bento da Mota,,13 6164-9942,13581.0,510.0,0.0,Guará,Casa,2026-07-04
CLI-50477,,gustavo-henrique87@example.org,+55 31 9599-3303,20898.0,456.0,1.0,Sudoeste / Octogonal,Apartamento,2026-04-15
CLI-50478,Vitor Câmara,gabrielpimenta@example.net,+55 53 6382-1134,11626.0,882.0,0.0,Águas Claras,Casa,2026-08-22
CLI-50479,Juan Vieira,gda-conceicao@example.net,,4325.0,397.0,0.0,Taguatinga,Casa,2026-06-07
CLI-50480,Luiz Gustavo Silveira,bryan93@example.org,+55 27 0750-6591,16645.0,914.0,0.0,Sudoeste / Octogonal,Casa,
CLI-50481,Alícia Pimenta,acardoso@example.org,+55 85 2817-0709,11681.0,972.0,0.0,Águas Claras,Casa,2026-04-23
CLI-50482,Rael Costa,luiz-miguel02@example.org,,4784.0,408.0,1.0,Valparaíso de Goiás,Casa,2025-09-26
CLI-50483,Ana Liz Siqueira,laura69@example.net,83 7637-9732,13088.0,574.0,0.0,Águas Claras,Casa,2026-06-07
CLI-50484,Ana Júlia Lima,scastro@example.net,43 4756-3173,10892.0,561.0,0.0,Guará,Casa,2026-05-21
CLI-50485,Raul Teixeira,da-motalarissa@example.net,88 9206-4033,6949.0,366.0,1.0,Águas Lindas de Goiás,Casa,2026-03-08
CLI-50486,Felipe Ferreira,ralbuquerque@example.net,+55 91 7500-6736,5245.0,934.0,0.0,Samambaia,Casa,
CLI-50487,Renan Carvalho,araujomaria-sophia@example.org,+55 21 0167-9113,13059.0,680.0,1.0,Guará,Casa,2026-06-06
CLI-50488,Ana Carolina Rezende,maria-sophiada-costa@example.net,+55 41 3271-8953,7348.0,637.0,0.0,Jardim Botânico,,2026-03-28
CLI-50489,Enzo da Conceição,wduarte@example.org,64 8134-5354,31733.0,928.0,0.0,Lago Sul,Apartamento,2026-01-17
CLI-50490,Valentim Carvalho,ana36@example.net,+55 97 5343-6806,,849.0,0.0,Taguatinga,Apartamento,2026-03-24
CLI-50491,,kmonteiro@example.org,13 9116-9225,10870.0,422.0,0.0,Jardim Botânico,Apartamento,2025-12-06
CLI-50492,Alana Nunes,andraderyan@example.org,0500 898 3790,6684.0,748.0,0.0,Valparaíso de Goiás,Casa,2026-01-03
CLI-50493,Dra. Ana Laura Nascimento,azevedodavi-miguel@example.org,+55 96 2672-1352,9180.0,535.0,0.0,Jardim Botânico,Apartamento,2026-07-20
CLI-50494,Cecília Peixoto,luizasa@example.net,+55 11 8857-1673,8637.0,576.0,0.0,Águas Claras,Casa,2025-12-27
CLI-50495,Leandro da Rocha,otavio59@example.org,0900 843 2295,,,0.0,Sudoeste / Octogonal,Apartamento,2026-05-21
CLI-50496,Henry Gabriel Viana,sandrade@example.net,,5426.0,831.0,0.0,Ceilândia,Apartamento,2026-06-18
CLI-50497,Danilo Cunha,laviniacamargo@example.com,22 0765-2485,3928.0,440.0,1.0,Ceilândia,Casa,2025-12-31
CLI-50498,Srta. Isadora Campos,tnogueira@example.com,+55 97 0218-2051,4613.0,598.0,0.0,Águas Lindas de Goiás,Casa,2026-04-27
CLI-50499,,crios@example.com,41 5332-3721,6217.0,816.0,0.0,,Casa,2026-04-15
CLI-50500,Maria Fernanda Siqueira,clarice78@example.org,91 6412-8829,12300.0,462.0,1.0,Águas Claras,Casa,2026-05-18
CLI-50501,Cecilia Mendonça,ana-vitoriasouza@example.com,+55 17 5500-5219,9484.0,489.0,1.0,Águas Claras,Apartamento,2026-01-13
CLI-50502,Maria Vitória Fogaça,gabriela70@example.org,77 1058-9692,4364.0,826.0,0.0,Valparaíso de Goiás,Casa,2026-05-05
CLI-50503,Otávio Correia,anthony-gabriel96@example.com,98 7705-1809,14694.0,389.0,1.0,Jardim Botânico,Apartamento,2026-08-14
CLI-50504,Dr. Kevin Pereira,thiago13@example.com,+55 14 0950-3994,8957.0,301.0,1.0,Águas Claras,Casa,2026-02-03
CLI-50505,Isabel Peixoto,isabellamendes@example.com,62 6910-1802,37627.0,765.0,0.0,Asa Sul,,2026-06-08
CLI-50506,Dra. Laura da Costa,gabrielasousa@example.org,+55 53 5343-5798,5100.0,715.0,0.0,Samambaia,Casa,2026-03-22
CLI-50507,Lorena Silveira,vsouza@example.com,+55 44 2743-5516,5349.0,342.0,,Valparaíso de Goiás,Casa,2026-03-10
CLI-50508,Hadassa da Rocha,otaviocastro@example.net,+55 77 9003-4045,5399.0,502.0,0.0,Valparaíso de Goiás,Casa,2026-08-02
CLI-50509,Gael da Costa,cardosobento@example.org,+55 61 0201-5282,28158.0,,0.0,Lago Sul,Casa,2025-11-01
CLI-50510,Sr. Théo Azevedo,jjesus@example.com,18 5972-1682,11410.0,517.0,0.0,Guará,Casa,2026-08-09
CLI-50511,Carlos Eduardo Andrade,joao-miguelnunes@example.org,21 7020-7476,5220.0,709.0,0.0,Ceilândia,Apartamento,2026-06-09
CLI-50512,Lorenzo Campos,da-conceicaoclara@example.org,+55 18 6416-3527,26417.0,695.0,0.0,Noroeste,Apartamento,2026-05-09
CLI-50513,Stephany Peixoto,castrolaura@example.com,+55 32 2817-3416,4988.0,319.0,0.0,Samambaia,Casa,2026-01-11
CLI-50514,Alexia Farias,isis65@example.org,+55 69 6664-5839,4489.0,,0.0,Taguatinga,Apartamento,2026-06-12
CLI-50515,Srta. Luna Rios,yagomontenegro@example.net,+55 88 7841-8689,,,1.0,Águas Claras,Casa,2025-09-27
CLI-50516,Lavínia Machado,fcarvalho@example.com,+55 81 5447-2814,11300.0,602.0,0.0,Águas Claras,Apartamento,2026-05-30
CLI-50517,Lucca Novais,theodas-neves@example.com,+55 81 2950-7129,11310.0,937.0,0.0,Jardim Botânico,Apartamento,2026-01-03
CLI-50518,Dr. Vinícius Aragão,gabriellygoncalves@example.com,+55 15 0754-0651,44447.0,863.0,0.0,Asa Sul,Casa,2026-01-11
CLI-50519,Davi Luiz Dias,qsantos@example.net,42 7670-0668,9316.0,738.0,0.0,Jardim Botânico,Casa,2026-05-20
CLI-50520,Juan Silveira,arthur-gabrielcamargo@example.org,+55 89 6057-2500,3061.0,810.0,0.0,Valparaíso de Goiás,Apartamento,2026-05-28
CLI-50521,Gael Henrique Caldeira,maria37@example.net,67 4824-0226,3929.0,393.0,1.0,Samambaia,Casa,2026-03-31
CLI-50522,Sofia Cassiano,emanuel98@example.net,+55 14 5896-4691,6014.0,877.0,0.0,,Apartamento,2025-12-31
CLI-50523,João Lucas Almeida,bernardovieira@example.org,31 7322-9465,3204.0,752.0,0.0,Valparaíso de Goiás,Casa,2026-02-20
CLI-50524,Bárbara Alves,isispinto@example.com,+55 34 8934-6814,,534.0,0.0,Taguatinga,Apartamento,
CLI-50525,Elisa da Cruz,diasgiovanna@example.com,73 4246-6019,5356.0,558.0,0.0,Samambaia,Casa,2026-05-07
CLI-50526,Esther Albuquerque,rda-rosa@example.org,+55 18 6011-0510,,856.0,0.0,Águas Lindas de Goiás,Apartamento,2025-11-22
CLI-50527,Emanuelly Sousa,camarapietra@example.com,+55 95 2449-9946,3745.0,459.0,,Ceilândia,Apartamento,2025-10-25
CLI-50528,Dr. Caio Ferreira,agarcia@example.com,38 9128-4120,6861.0,312.0,0.0,Águas Lindas de Goiás,Casa,2025-10-31
CLI-50529,Juan Farias,ana-liviaabreu@example.com,44 2381-9429,3870.0,649.0,0.0,Samambaia,Casa,2026-02-08
CLI-50530,Giovanna Novais,joao-guilherme12@example.org,91 2436-1340,6803.0,735.0,0.0,Ceilândia,Casa,2026-08-09
CLI-50531,Emilly Campos,melissadas-neves@example.net,53 3840-4167,6564.0,393.0,1.0,Águas Lindas de Goiás,Apartamento,2026-04-01
CLI-50532,Thales da Luz,auroradas-neves@example.org,85 0973-3417,14470.0,943.0,0.0,Jardim Botânico,,
CLI-50533,Maria Julia da Cruz,leaoluana@example.org,+55 17 0334-2116,6172.0,842.0,0.0,Taguatinga,Casa,2026-03-31
CLI-50534,Luiz Henrique Mendes,eda-rocha@example.com,63 2185-1189,4261.0,902.0,0.0,Valparaíso de Goiás,Apartamento,2026-05-26
CLI-50535,Vicente Novaes,cecilia77@example.org,+55 69 1050-0747,3622.0,752.0,0.0,Valparaíso de Goiás,Apartamento,2026-02-27
CLI-50536,Dom Carvalho,xsiqueira@example.org,,20411.0,822.0,0.0,,,2026-09-24
CLI-50537,Lucas Gabriel Carvalho,caldeirajoao-felipe@example.com,75 8529-2025,12379.0,902.0,0.0,Jardim Botânico,Casa,2026-04-23
CLI-50538,Heitor Marques,goncalvesisis@example.net,+55 51 2031-8288,6182.0,628.0,0.0,,Casa,2026-05-21
CLI-50539,Mariane Leão,santosjose@example.org,79 2144-4869,8184.0,828.0,0.0,Guará,Casa,
CLI-50540,João Lucas Pastor,snunes@example.net,92 6497-6617,10037.0,594.0,0.0,Jardim Botânico,Casa,2026-05-05
CLI-50541,Luna Martins,agathanogueira@example.com,0300 431 6098,3229.0,372.0,,Águas Lindas de Goiás,,2025-11-21
CLI-50542,Pietra Alves,noahandrade@example.net,99 0207-4914,4139.0,502.0,0.0,Valparaíso de Goiás,Casa,2025-10-15
CLI-50543,Larissa Fernandes,maria-ceciliasantos@example.net,+55 82 4927-1301,4364.0,933.0,0.0,Valparaíso de Goiás,Casa,2026-06-29
CLI-50544,Jade Sá,maria-eduarda03@example.org,93 5265-0861,44118.0,324.0,1.0,Asa Sul,Apartamento,2026-06-20
CLI-50545,Dr. José Pedro Melo,da-pazana-livia@example.com,+55 16 8431-8190,7723.0,898.0,0.0,Jardim Botânico,Apartamento,2026-08-25
CLI-50546,Sra. Rebeca Câmara,nogueiradanilo@example.net,+55 11 0114-9353,12919.0,623.0,0.0,Jardim Botânico,Apartamento,2026-05-05
CLI-50547,Juliana Cirino,arthur-miguel17@example.org,48 4725-7415,5161.0,,1.0,Águas Lindas de Goiás,Casa,2026-02-07
CLI-50548,Anthony Ribeiro,maria-flor71@example.net,+55 84 0259-8247,11001.0,910.0,0.0,Jardim Botânico,Apartamento,2025-11-28
CLI-50549,Heitor Porto,nogueirajoao-guilherme@example.com,62 1478-0842,44463.0,368.0,1.0,Sudoeste / Octogonal,Casa,2026-04-28
CLI-50550,,calebe88@example.org,,7380.0,386.0,1.0,Guará,Casa,2026-03-08
CLI-50551,Agatha Vieira,acassiano@example.org,97 0305-7124,5602.0,522.0,,,Casa,2025-11-01
CLI-50552,Gustavo Henrique da Cunha,luiz-felipe68@example.org,+55 12 3480-4232,3652.0,654.0,0.0,Valparaíso de Goiás,Apartamento,2026-01-19
CLI-50553,Marcela da Cruz,fonsecalevi@example.net,+55 22 4281-9927,4938.0,,0.0,Valparaíso de Goiás,Apartamento,2026-02-23
CLI-50554,Sra. Cecília Jesus,henry76@example.com,45 2833-2356,3529.0,622.0,0.0,Samambaia,Casa,2025-11-17
CLI-50555,Elisa Nogueira,liviabarbosa@example.com,+55 49 0465-1928,9561.0,700.0,0.0,Guará,,2026-04-08
CLI-50556,Srta. Cecilia Sá,leopeixoto@example.org,74 1179-7338,14663.0,575.0,0.0,Jardim Botânico,Apartamento,2025-10-17
CLI-50557,Danilo Gonçalves,alana26@example.net,+55 77 3800-2888,4290.0,508.0,0.0,Águas Lindas de Goiás,Apartamento,2026-03-28
CLI-50558,Gael da Paz,cavalcantibrenda@example.net,+55 82 7475-4574,14827.0,659.0,0.0,Águas Claras,Casa,2026-05-12
CLI-50559,Maria Helena Pacheco,fmendes@example.com,61 7426-8281,7335.0,673.0,0.0,Jardim Botânico,Apartamento,2026-08-27
CLI-50560,Luana Rios,calebrocha@example.net,82 4346-3402,6289.0,546.0,0.0,Águas Lindas de Goiás,Casa,2026-05-01
CLI-50561,Maria Isis Monteiro,beatrizbarbosa@example.net,+55 75 7383-1578,6326.0,524.0,0.0,Samambaia,Casa,2025-11-19
CLI-50562,Levi da Rocha,maria-helenaandrade@example.org,74 7539-1812,4156.0,612.0,0.0,Águas Lindas de Goiás,Casa,2026-04-11
CLI-50563,Gael Montenegro,monteirodante@example.com,82 3703-4939,3778.0,813.0,0.0,Taguatinga,Apartamento,2025-10-26
CLI-50564,,,+55 66 4980-5239,5854.0,420.0,0.0,Ceilândia,Apartamento,2025-12-14
CLI-50565,,cauepacheco@example.net,75 4084-3671,,468.0,1.0,Jardim Botânico,Casa,2026-08-03
CLI-50566,Bernardo Macedo,julianamendes@example.net,+55 84 7941-5260,10135.0,841.0,0.0,Guará,Casa,2025-11-04
CLI-50567,Raquel Mendes,isouza@example.com,,3552.0,826.0,0.0,Águas Lindas de Goiás,Apartamento,2026-01-26
CLI-50568,Bella Mendonça,nmendonca@example.org,+55 28 1024-9421,,669.0,0.0,Guará,Apartamento,2026-04-24
CLI-50569,Ravy da Luz,calebda-mota@example.org,77 9325-0539,5004.0,428.0,1.0,Águas Lindas de Goiás,Apartamento,2026-08-27
CLI-50570,Guilherme Correia,wcassiano@example.net,93 1584-1814,11096.0,497.0,1.0,Jardim Botânico,Apartamento,2026-02-15
CLI-50571,Maitê Campos,mateus50@example.net,+55 73 1570-9968,42425.0,646.0,0.0,Noroeste,Casa,2025-12-20
CLI-50572,Luiz Henrique Barbosa,acosta@example.com,71 6085-6620,8615.0,339.0,1.0,Jardim Botânico,Casa,2025-09-30
CLI-50573,Gael Gonçalves,kevin06@example.net,+55 62 5665-3024,6403.0,948.0,1.0,Samambaia,Casa,2026-07-31
CLI-50574,Caio Novais,ffernandes@example.org,13 2847-1275,18069.0,514.0,1.0,Sudoeste / Octogonal,Apartamento,2025-11-18
CLI-50575,Sofia Marques,anthonynogueira@example.com,17 5472-1895,10681.0,882.0,0.0,Guará,Apartamento,2026-03-19
CLI-50576,Gael Sampaio,maria-laurasouza@example.net,99 9641-6899,3707.0,631.0,0.0,Samambaia,Casa,2025-10-27
CLI-50577,Rhavi Castro,mayagoncalves@example.net,+55 84 1209-2308,4740.0,328.0,1.0,Taguatinga,Casa,2026-02-11
CLI-50578,Sr. Luiz Gustavo Barbosa,xcamara@example.org,97 1062-9488,6779.0,805.0,0.0,Valparaíso de Goiás,Apartamento,2026-02-25
CLI-50579,Maria Cecília Cunha,,+55 42 6805-8297,13293.0,551.0,0.0,Jardim Botânico,Casa,2025-11-16
CLI-50580,Lunna das Neves,freitasdiogo@example.net,37 6162-7237,4378.0,453.0,,Ceilândia,Apartamento,2025-11-25
CLI-50581,José Pedro Fernandes,da-cruzlorena@example.com,54 3328-9053,9882.0,529.0,0.0,,Apartamento,2026-01-02
CLI-50582,Hadassa Garcia,aylla57@example.com,+55 11 7135-7215,,869.0,0.0,,Apartamento,2025-10-24
CLI-50583,Ana Fogaça,anthony16@example.net,,4156.0,750.0,0.0,Samambaia,Apartamento,2026-05-30
CLI-50584,,almeidaluiza@example.net,,9135.0,815.0,0.0,Águas Claras,Casa,2026-05-29
CLI-50585,Sr. Juan Costela,ygoncalves@example.org,48 2980-7424,13632.0,962.0,0.0,Guará,Casa,2026-06-28
CLI-50586,Beatriz Viana,maria-eduarda33@example.com,11 3468-8342,13370.0,301.0,0.0,Águas Claras,,2025-10-07
CLI-50587,Davi Luiz Rocha,gustavo-henrique11@example.org,+55 44 2464-3477,6535.0,710.0,0.0,Valparaíso de Goiás,Casa,2026-09-15
CLI-50588,Sra. Eduarda Andrade,maya53@example.com,+55 98 0377-2071,14018.0,446.0,1.0,Jardim Botânico,Casa,2026-09-03
CLI-50589,,da-rochamelina@example.com,+55 12 7550-1364,18237.0,331.0,,Noroeste,Casa,2026-01-09
CLI-50590,Dr. Marcelo Nascimento,joao-gabrielalmeida@example.net,+55 87 2385-8967,3466.0,400.0,0.0,,Apartamento,2026-06-30
CLI-50591,Guilherme Costa,caldeirabenjamim@example.net,17 7883-9917,6063.0,501.0,0.0,Samambaia,Casa,2026-09-10
CLI-50592,Dr. Kevin Ferreira,ravioliveira@example.org,62 4376-0906,3448.0,,0.0,Águas Lindas de Goiás,Casa,2025-12-08
CLI-50593,Isabel Souza,xazevedo@example.com,74 8453-7353,28221.0,410.0,0.0,Sudoeste / Octogonal,Apartamento,2026-03-13
CLI-50594,Davi Lucas Vasconcelos,sampaiojulia@example.com,+55 53 3811-2068,5488.0,389.0,,Taguatinga,Apartamento,2025-10-19
CLI-50595,Lucas Farias,bentorios@example.org,+55 33 8189-1388,10496.0,361.0,1.0,Guará,Apartamento,2026-04-19
CLI-50596,Ana Carolina Fernandes,thomas01@example.org,,40047.0,869.0,0.0,Noroeste,Casa,2026-07-18
CLI-50597,Bruno Moura,camargoarthur-gabriel@example.net,+55 69 9022-4146,11946.0,447.0,1.0,Jardim Botânico,Casa,2026-06-20
CLI-50598,,da-costamarcelo@example.org,13 2620-9875,8972.0,491.0,1.0,Águas Claras,Apartamento,2026-05-10
CLI-50599,Brayan Abreu,josuesouza@example.org,12 5754-1444,21555.0,963.0,0.0,Asa Norte,Casa,2026-03-30
CLI-50600,Gabrielly Garcia,montenegrodom@example.com,+55 67 7822-5375,14214.0,430.0,1.0,Águas Claras,Apartamento,2026-04-13
CLI-50601,Davi Lucca Rezende,lais03@example.net,+55 14 9440-8574,23192.0,940.0,0.0,Lago Sul,Casa,2026-01-01
CLI-50602,Sophia Dias,pastorotavio@example.com,14 7926-8176,4517.0,590.0,0.0,Águas Lindas de Goiás,Apartamento,2026-01-29
CLI-50603,Mirella Fonseca,alexia94@example.net,+55 44 3238-8145,38131.0,552.0,,Sudoeste / Octogonal,Casa,2026-05-14
CLI-50604,Sofia Lima,kevincirino@example.org,37 7588-8498,10229.0,377.0,1.0,,Apartamento,2025-11-24
CLI-50605,Leandro Silva,rodrigomelo@example.net,17 8793-3798,9780.0,645.0,0.0,Guará,,2026-05-01
CLI-50606,Dr. Gustavo Henrique Casa Grande,isabellysantos@example.com,+55 73 8276-3213,5626.0,344.0,1.0,Taguatinga,Apartamento,2026-06-15
CLI-50607,Pedro Casa Grande,vcasa-grande@example.org,82 5197-1105,5137.0,728.0,0.0,Taguatinga,Apartamento,2026-04-17
CLI-50608,Cauã da Mota,pcosta@example.net,86 3812-3475,3328.0,782.0,0.0,Ceilândia,Casa,2026-02-28
CLI-50609,Vitor Hugo Porto,costelalivia@example.com,74 2238-9723,9010.0,356.0,1.0,Guará,Apartamento,2026-06-10
CLI-50610,João Mendonça,joanacasa-grande@example.org,61 8698-2808,5672.0,657.0,0.0,Taguatinga,Apartamento,2026-02-19
CLI-50611,Anna Liz Souza,yagoda-luz@example.org,+55 77 2465-7023,14921.0,942.0,0.0,Guará,Casa,2025-10-07
CLI-50612,Alexia Fogaça,brayansampaio@example.net,+55 95 0406-2629,5234.0,758.0,0.0,Valparaíso de Goiás,Apartamento,2025-12-04
